je_id,entity,posting_date,value_date,period,account_code,account_name,account_type,cost_center,description,debit_credit,amount,currency,vendor_id,vendor_name,invoice_ref,user_id,approved_by,posting_hour,source_system,je_type,reversal_flag
JE-002838,Global Trade Ltd,2023-01-19,2023-01-19,2023-01,9100,Clearing / Suspense,Suspense,CC128,Standard posting — Clearing / Suspense,D,2220.89,USD,V002,Global IT Solutions,INV-94524,a.silva,cfo.office,17,Import,Automated,N
JE-002839,ACME Corp,2023-10-25,2023-10-25,2023-10,2100,Accounts Payable,Liability,CC450,Standard posting — Accounts Payable,D,385719.67,USD,V002,Global IT Solutions,INV-86056,l.dupont,mgr.accounting,10,Manual,Import,N
JE-002840,TechFlow Inc,2023-05-18,2023-05-18,2023-05,7200,Interest Expense,Expense,CC723,Standard posting — Interest Expense,C,37999.57,CAD,V007,Stellar Recruitment,INV-21115,s.chen,mgr.accounting,13,SAP,Import,N
JE-002841,Global Trade Ltd,2023-08-04,2023-08-04,2023-08,4300,Other Operating Income,Revenue,CC974,Standard posting — Other Operating Income,C,2403.59,USD,V006,NovaTech Services,INV-33578,f.nkosi,vp.controller,11,Concur,Manual,N
JE-002842,TechFlow Inc,2024-08-01,2024-08-01,2024-08,6600,IT & Software,Expense,CC398,Standard posting — IT & Software,D,19789.79,USD,V004,Metro Legal Advisors,INV-35686,j.martin,director.finance,16,Oracle,Automated,N
JE-002843,TechFlow Inc,2024-08-14,2024-08-14,2024-08,6500,Travel & Entertainment,Expense,CC562,Standard posting — Travel & Entertainment,D,168.24,EUR,V004,Metro Legal Advisors,INV-14379,a.silva,director.finance,11,SAP,Reversal,N
JE-002844,FinServ Partners,2024-11-16,2024-11-16,2024-11,3200,Retained Earnings,Equity,CC607,Standard posting — Retained Earnings,C,95061.56,USD,V003,Premier Office Supply,INV-34954,m.okafor,mgr.accounting,15,SAP,Manual,N
JE-002845,Global Trade Ltd,2023-11-18,2023-11-18,2023-11,1500,Property Plant & Equipment,Asset,CC677,Standard posting — Property Plant & Equipment,D,185935.15,EUR,V004,Metro Legal Advisors,INV-95150,p.garcia,vp.controller,17,Oracle,Manual,N
JE-002846,Global Trade Ltd,2023-06-01,2023-06-01,2023-06,9100,Clearing / Suspense,Suspense,CC882,Standard posting — Clearing / Suspense,D,27042.79,USD,V010,Platinum Facilities,INV-21151,l.dupont,vp.controller,10,Manual,Manual,N
JE-002847,BuildCo SA,2023-01-10,2023-01-10,2023-01,6100,Salaries & Wages,Expense,CC255,Standard posting — Salaries & Wages,D,4064.23,USD,V009,ClearView Analytics,INV-10182,c.lambert,mgr.accounting,14,SAP,Automated,N
JE-002848,FinServ Partners,2024-08-02,2024-08-02,2024-08,6300,Professional Fees,Expense,CC467,Standard posting — Professional Fees,D,13541.71,USD,V003,Premier Office Supply,INV-73916,m.okafor,director.finance,13,SAP,Automated,N
JE-002849,ACME Corp,2023-03-07,2023-03-07,2023-03,4100,Revenue — Products,Revenue,CC423,Standard posting — Revenue — Products,C,408366.53,USD,V006,NovaTech Services,INV-93534,a.silva,dir.treasury,12,Oracle,Manual,N
JE-002850,BuildCo SA,2023-04-16,2023-04-16,2023-04,6700,Depreciation & Amortisation,Expense,CC285,Standard posting — Depreciation & Amortisation,D,230.57,CAD,V009,ClearView Analytics,INV-87489,l.dupont,vp.controller,12,SAP,Automated,N
JE-002851,BuildCo SA,2024-02-09,2024-02-09,2024-02,1500,Property Plant & Equipment,Asset,CC165,Standard posting — Property Plant & Equipment,D,11205.86,USD,V010,Platinum Facilities,INV-90188,p.garcia,cfo.office,17,SAP,Reversal,N
JE-002852,BuildCo SA,2023-07-08,2023-07-08,2023-07,3200,Retained Earnings,Equity,CC121,Standard posting — Retained Earnings,C,9318.09,EUR,V010,Platinum Facilities,INV-99222,j.martin,director.finance,16,Oracle,Automated,N
JE-002853,ACME Corp,2023-08-21,2023-08-21,2023-08,6400,Marketing & Advertising,Expense,CC740,Standard posting — Marketing & Advertising,D,223.11,USD,V009,ClearView Analytics,INV-55997,a.silva,vp.controller,11,SAP,Automated,N
JE-002854,BuildCo SA,2024-09-11,2024-09-11,2024-09,2400,Deferred Revenue,Liability,CC256,Standard posting — Deferred Revenue,C,318680.53,CAD,V003,Premier Office Supply,INV-65789,a.silva,cfo.office,11,SAP,Manual,N
JE-002855,FinServ Partners,2023-06-03,2023-06-03,2023-06,9300,Intercompany Payable,Liability,CC276,Standard posting — Intercompany Payable,C,429.74,GBP,V010,Platinum Facilities,INV-68726,t.yamada,cfo.office,9,Import,Automated,N
JE-002856,TechFlow Inc,2023-12-20,2023-12-20,2023-12,6100,Salaries & Wages,Expense,CC941,Standard posting — Salaries & Wages,D,152.15,USD,V001,Apex Consulting,INV-16187,r.kumar,cfo.office,17,SAP,Automated,N
JE-002857,Global Trade Ltd,2023-06-03,2023-06-03,2023-06,2100,Accounts Payable,Liability,CC764,Standard posting — Accounts Payable,C,2707.56,GBP,V008,Alliance Insurance,INV-44745,t.yamada,cfo.office,13,Manual,Import,N
JE-002858,FinServ Partners,2023-08-01,2023-08-01,2023-08,5100,Cost of Goods Sold,Expense,CC371,Standard posting — Cost of Goods Sold,D,349.96,USD,V005,FastTrack Logistics,INV-99922,a.silva,dir.treasury,17,SAP,Import,N
JE-002859,ACME Corp,2023-12-22,2023-12-22,2023-12,7200,Interest Expense,Expense,CC204,Standard posting — Interest Expense,D,5724.56,USD,V009,ClearView Analytics,INV-17653,p.garcia,mgr.accounting,17,Oracle,Automated,N
JE-002860,TechFlow Inc,2023-07-20,2023-07-20,2023-07,6100,Salaries & Wages,Expense,CC680,Standard posting — Salaries & Wages,C,2593.9,USD,V002,Global IT Solutions,INV-74258,r.kumar,director.finance,13,Oracle,Automated,N
JE-002861,Global Trade Ltd,2023-08-01,2023-08-01,2023-08,3200,Retained Earnings,Equity,CC977,Standard posting — Retained Earnings,C,89341.98,EUR,V002,Global IT Solutions,INV-83415,l.dupont,dir.treasury,16,SAP,Automated,N
JE-002862,TechFlow Inc,2024-07-03,2024-07-03,2024-07,2300,Short-Term Borrowings,Liability,CC232,Standard posting — Short-Term Borrowings,C,115.13,USD,V006,NovaTech Services,INV-20445,s.chen,director.finance,15,Manual,Manual,N
JE-002863,ACME Corp,2023-08-27,2023-08-27,2023-08,2400,Deferred Revenue,Liability,CC684,Standard posting — Deferred Revenue,C,445.34,USD,V005,FastTrack Logistics,INV-38499,s.chen,cfo.office,17,Manual,Automated,N
JE-002864,Global Trade Ltd,2023-09-19,2023-09-19,2023-09,8100,Income Tax Expense,Expense,CC405,Standard posting — Income Tax Expense,C,3162.35,CHF,V008,Alliance Insurance,INV-40141,j.martin,dir.treasury,13,Oracle,Manual,N
JE-002865,FinServ Partners,2023-09-21,2023-09-21,2023-09,2300,Short-Term Borrowings,Liability,CC331,Standard posting — Short-Term Borrowings,D,66561.97,USD,V005,FastTrack Logistics,INV-47456,p.garcia,mgr.accounting,13,SAP,Automated,N
JE-002866,Global Trade Ltd,2024-11-30,2024-11-30,2024-11,1200,Accounts Receivable,Asset,CC224,Standard posting — Accounts Receivable,C,6943.9,EUR,V006,NovaTech Services,INV-52263,j.martin,director.finance,16,Manual,Automated,N
JE-002867,BuildCo SA,2024-09-02,2024-09-02,2024-09,7100,Interest Income,Revenue,CC798,Standard posting — Interest Income,D,405.59,USD,V009,ClearView Analytics,INV-44505,c.lambert,director.finance,15,Manual,Manual,N
JE-002868,Global Trade Ltd,2023-12-11,2023-12-11,2023-12,2300,Short-Term Borrowings,Liability,CC961,Standard posting — Short-Term Borrowings,D,29538.94,USD,V008,Alliance Insurance,INV-29794,j.martin,mgr.accounting,15,SAP,Import,N
JE-002869,ACME Corp,2023-11-28,2023-11-28,2023-11,2400,Deferred Revenue,Liability,CC153,Standard posting — Deferred Revenue,D,1620.64,USD,V007,Stellar Recruitment,INV-88250,f.nkosi,vp.controller,14,Oracle,Import,N
JE-002870,TechFlow Inc,2023-07-15,2023-07-15,2023-07,4300,Other Operating Income,Revenue,CC763,Standard posting — Other Operating Income,D,618.44,EUR,V006,NovaTech Services,INV-27145,t.yamada,vp.controller,12,SAP,Reversal,N
JE-002871,Global Trade Ltd,2024-03-27,2024-03-27,2024-03,1300,Inventories,Asset,CC245,Standard posting — Inventories,C,15877.06,USD,V010,Platinum Facilities,INV-26067,c.lambert,mgr.accounting,17,Oracle,Manual,N
JE-002872,BuildCo SA,2023-07-12,2023-07-12,2023-07,2400,Deferred Revenue,Liability,CC826,Standard posting — Deferred Revenue,D,4820.28,EUR,V005,FastTrack Logistics,INV-60955,s.chen,cfo.office,10,Oracle,Automated,N
JE-002873,Global Trade Ltd,2024-10-31,2024-10-31,2024-10,4200,Revenue — Services,Revenue,CC661,Standard posting — Revenue — Services,D,10618.75,USD,V007,Stellar Recruitment,INV-21559,m.okafor,mgr.accounting,13,Import,Automated,N
JE-002874,TechFlow Inc,2024-12-07,2024-12-07,2024-12,5200,Direct Labour,Expense,CC882,Standard posting — Direct Labour,D,2894.38,USD,V001,Apex Consulting,INV-63822,f.nkosi,director.finance,11,Oracle,Manual,N
JE-002875,FinServ Partners,2024-03-29,2024-03-29,2024-03,2400,Deferred Revenue,Liability,CC298,Standard posting — Deferred Revenue,C,1542.81,USD,V010,Platinum Facilities,INV-64396,p.garcia,director.finance,9,SAP,Automated,N
JE-002876,ACME Corp,2023-06-13,2023-06-13,2023-06,5200,Direct Labour,Expense,CC419,Standard posting — Direct Labour,D,91941.03,USD,V010,Platinum Facilities,INV-81342,a.silva,mgr.accounting,13,SAP,Import,N
JE-002877,BuildCo SA,2023-04-04,2023-04-04,2023-04,7200,Interest Expense,Expense,CC729,Standard posting — Interest Expense,D,26227.73,EUR,V002,Global IT Solutions,INV-66912,t.yamada,mgr.accounting,14,SAP,Automated,N
JE-002878,Global Trade Ltd,2024-06-07,2024-06-07,2024-06,7200,Interest Expense,Expense,CC714,Standard posting — Interest Expense,C,107115.77,GBP,V004,Metro Legal Advisors,INV-68472,c.lambert,vp.controller,13,Oracle,Reversal,N
JE-002879,BuildCo SA,2024-05-30,2024-05-30,2024-05,9300,Intercompany Payable,Liability,CC118,Standard posting — Intercompany Payable,C,191453.28,USD,V009,ClearView Analytics,INV-55902,j.martin,cfo.office,8,Oracle,Import,N
JE-002880,BuildCo SA,2024-07-31,2024-07-31,2024-07,6700,Depreciation & Amortisation,Expense,CC874,Standard posting — Depreciation & Amortisation,D,101455.28,USD,V006,NovaTech Services,INV-12000,s.chen,dir.treasury,13,Manual,Automated,N
JE-002881,Global Trade Ltd,2023-11-25,2023-11-25,2023-11,2200,Accrued Liabilities,Liability,CC707,Standard posting — Accrued Liabilities,C,92156.06,EUR,V001,Apex Consulting,INV-33494,t.yamada,cfo.office,12,SAP,Manual,N
JE-002882,Global Trade Ltd,2024-06-24,2024-06-24,2024-06,4300,Other Operating Income,Revenue,CC542,Standard posting — Other Operating Income,D,203.68,USD,V006,NovaTech Services,INV-11275,l.dupont,director.finance,10,Concur,Automated,N
JE-002883,ACME Corp,2024-12-26,2024-12-26,2024-12,4100,Revenue — Products,Revenue,CC414,Standard posting — Revenue — Products,C,283.87,EUR,V002,Global IT Solutions,INV-51274,j.martin,mgr.accounting,13,Oracle,Reversal,N
JE-002884,Global Trade Ltd,2023-09-21,2023-09-21,2023-09,6400,Marketing & Advertising,Expense,CC371,Standard posting — Marketing & Advertising,D,104.64,USD,V003,Premier Office Supply,INV-53355,j.martin,vp.controller,13,Oracle,Automated,N
JE-002885,BuildCo SA,2024-10-28,2024-10-28,2024-10,3100,Share Capital,Equity,CC374,Standard posting — Share Capital,D,167042.68,USD,V005,FastTrack Logistics,INV-83988,r.kumar,cfo.office,10,SAP,Manual,N
JE-002886,FinServ Partners,2024-12-15,2024-12-15,2024-12,6700,Depreciation & Amortisation,Expense,CC381,Standard posting — Depreciation & Amortisation,D,4194.05,USD,V002,Global IT Solutions,INV-69114,t.yamada,mgr.accounting,15,Concur,Import,N
JE-002887,FinServ Partners,2024-04-14,2023-06-09,2023-06,1300,Inventories,Asset,CC238,Standard posting — Inventories,D,116491.58,GBP,V007,Stellar Recruitment,INV-42238,SYS_TEMP_01,SYS_TEMP_01,2,Manual,Manual,N
JE-002888,FinServ Partners,2024-09-04,2024-09-04,2024-09,1100,Cash & Cash Equivalents,Asset,CC885,Standard posting — Cash & Cash Equivalents,D,512.52,CHF,V001,Apex Consulting,INV-59105,m.okafor,vp.controller,11,SAP,Automated,N
JE-002889,BuildCo SA,2023-03-16,2023-03-16,2023-03,3100,Share Capital,Equity,CC750,Standard posting — Share Capital,C,246.93,USD,V001,Apex Consulting,INV-59592,l.dupont,vp.controller,12,Import,Automated,N
JE-002890,ACME Corp,2023-03-26,2023-03-26,2023-03,6100,Salaries & Wages,Expense,CC830,Standard posting — Salaries & Wages,D,123202.85,USD,V008,Alliance Insurance,INV-84906,c.lambert,mgr.accounting,12,SAP,Import,N
JE-002891,Global Trade Ltd,2023-04-02,2023-04-02,2023-04,4300,Other Operating Income,Revenue,CC334,Standard posting — Other Operating Income,C,822.06,USD,V005,FastTrack Logistics,INV-44060,p.garcia,vp.controller,13,SAP,Import,N
JE-002892,ACME Corp,2023-06-01,2023-06-01,2023-06,4100,Revenue — Products,Revenue,CC639,Standard posting — Revenue — Products,C,19325.1,CHF,V001,Apex Consulting,INV-89187,f.nkosi,vp.controller,12,Concur,Automated,N
JE-002893,FinServ Partners,2023-11-01,2023-11-01,2023-11,9100,Clearing / Suspense,Suspense,CC412,Standard posting — Clearing / Suspense,D,2213.37,EUR,V010,Platinum Facilities,INV-23006,m.okafor,vp.controller,17,SAP,Automated,N
JE-002894,FinServ Partners,2024-11-25,2024-11-25,2024-11,5200,Direct Labour,Expense,CC883,Standard posting — Direct Labour,C,501.58,USD,V002,Global IT Solutions,INV-26212,a.silva,mgr.accounting,10,SAP,Import,N
JE-002895,Global Trade Ltd,2024-12-06,2024-12-06,2024-12,3100,Share Capital,Equity,CC880,Standard posting — Share Capital,D,263.97,EUR,V010,Platinum Facilities,INV-71662,s.chen,cfo.office,13,Oracle,Import,N
JE-002896,ACME Corp,2023-10-04,2023-10-04,2023-10,2300,Short-Term Borrowings,Liability,CC245,Standard posting — Short-Term Borrowings,D,27975.81,EUR,V005,FastTrack Logistics,INV-18159,l.dupont,director.finance,16,Oracle,Automated,N
JE-002897,Global Trade Ltd,2023-12-28,2023-12-28,2023-12,8100,Income Tax Expense,Expense,CC290,Standard posting — Income Tax Expense,D,389.01,EUR,V010,Platinum Facilities,INV-27445,c.lambert,dir.treasury,10,Manual,Import,N
JE-002898,BuildCo SA,2023-05-24,2023-05-24,2023-05,5200,Direct Labour,Expense,CC657,Standard posting — Direct Labour,D,5377.72,GBP,V006,NovaTech Services,INV-79869,t.yamada,dir.treasury,13,Manual,Automated,N
JE-002899,FinServ Partners,2024-09-13,2024-09-13,2024-09,2300,Short-Term Borrowings,Liability,CC760,Standard posting — Short-Term Borrowings,D,4698.56,USD,V008,Alliance Insurance,INV-90446,c.lambert,mgr.accounting,12,Import,Manual,N
JE-002900,BuildCo SA,2023-02-09,2023-02-09,2023-02,4300,Other Operating Income,Revenue,CC425,Standard posting — Other Operating Income,D,6730.96,GBP,V002,Global IT Solutions,INV-96655,j.martin,director.finance,15,SAP,Manual,N
JE-002901,ACME Corp,2024-12-24,2024-12-24,2024-12,2400,Deferred Revenue,Liability,CC964,Standard posting — Deferred Revenue,D,312847.12,CHF,V003,Premier Office Supply,INV-44521,c.lambert,director.finance,10,SAP,Manual,N
JE-002902,BuildCo SA,2023-10-28,2023-10-28,2023-10,3100,Share Capital,Equity,CC665,Standard posting — Share Capital,D,356753.21,EUR,V009,ClearView Analytics,INV-95339,l.dupont,vp.controller,8,Oracle,Manual,N
JE-002903,Global Trade Ltd,2024-12-29,2024-12-29,2024-12,6600,IT & Software,Expense,CC818,Standard posting — IT & Software,C,2968.33,USD,V010,Platinum Facilities,INV-10886,j.martin,vp.controller,8,SAP,Automated,N
JE-002904,Global Trade Ltd,2024-02-06,2024-02-06,2024-02,6200,Rent & Occupancy,Expense,CC465,Standard posting — Rent & Occupancy,C,4023.86,CHF,V010,Platinum Facilities,INV-87014,f.nkosi,dir.treasury,11,Manual,Automated,N
JE-002905,ACME Corp,2023-02-23,2023-02-23,2023-02,8100,Income Tax Expense,Expense,CC277,Standard posting — Income Tax Expense,D,92466.14,USD,V010,Platinum Facilities,INV-30281,p.garcia,vp.controller,12,SAP,Reversal,N
JE-002906,BuildCo SA,2024-01-07,2024-01-07,2024-01,6400,Marketing & Advertising,Expense,CC782,Standard posting — Marketing & Advertising,C,3854.24,EUR,V002,Global IT Solutions,INV-56934,l.dupont,vp.controller,16,Oracle,Manual,N
JE-002907,Global Trade Ltd,2024-10-24,2024-10-24,2024-10,1300,Inventories,Asset,CC562,Standard posting — Inventories,C,112382.97,CAD,V005,FastTrack Logistics,INV-14692,p.garcia,director.finance,11,SAP,Automated,N
JE-002908,ACME Corp,2024-01-05,2024-01-05,2024-01,1200,Accounts Receivable,Asset,CC171,Standard posting — Accounts Receivable,D,4818.06,USD,V009,ClearView Analytics,INV-44029,j.martin,vp.controller,15,SAP,Manual,N
JE-002909,BuildCo SA,2024-07-02,2024-07-02,2024-07,1300,Inventories,Asset,CC478,Standard posting — Inventories,C,491.34,USD,V005,FastTrack Logistics,INV-62679,l.dupont,mgr.accounting,12,Concur,Automated,N
JE-002910,TechFlow Inc,2023-10-05,2023-10-05,2023-10,4300,Other Operating Income,Revenue,CC136,Standard posting — Other Operating Income,D,21028.12,USD,V003,Premier Office Supply,INV-65708,r.kumar,vp.controller,11,Oracle,Automated,N
JE-002911,TechFlow Inc,2024-04-27,2024-04-27,2024-04,9100,Clearing / Suspense,Suspense,CC324,Standard posting — Clearing / Suspense,C,159.43,EUR,V008,Alliance Insurance,INV-86368,l.dupont,dir.treasury,11,Oracle,Automated,N
JE-002912,ACME Corp,2023-04-14,2023-04-14,2023-04,6400,Marketing & Advertising,Expense,CC257,Standard posting — Marketing & Advertising,D,56187.55,USD,V007,Stellar Recruitment,INV-28415,s.chen,vp.controller,14,SAP,Automated,N
JE-002913,BuildCo SA,2023-12-30,2023-12-30,2023-12,2100,Accounts Payable,Liability,CC911,Standard posting — Accounts Payable,D,1022.14,CAD,V004,Metro Legal Advisors,INV-89833,c.lambert,mgr.accounting,8,SAP,Automated,N
JE-002914,TechFlow Inc,2024-12-23,2024-12-23,2024-12,8100,Income Tax Expense,Expense,CC448,Standard posting — Income Tax Expense,C,2217.21,EUR,V007,Stellar Recruitment,INV-20208,m.okafor,mgr.accounting,12,Import,Automated,N
JE-002915,BuildCo SA,2023-04-17,2023-04-17,2023-04,6500,Travel & Entertainment,Expense,CC419,Standard posting — Travel & Entertainment,C,393.07,USD,V001,Apex Consulting,INV-60154,r.kumar,director.finance,17,Manual,Import,N
JE-002916,TechFlow Inc,2023-09-01,2023-09-01,2023-09,6700,Depreciation & Amortisation,Expense,CC507,Standard posting — Depreciation & Amortisation,D,616.44,USD,V009,ClearView Analytics,INV-21524,a.silva,cfo.office,12,Oracle,Manual,N
JE-002917,ACME Corp,2024-12-07,2024-12-07,2024-12,6700,Depreciation & Amortisation,Expense,CC709,Standard posting — Depreciation & Amortisation,C,3540.13,USD,V010,Platinum Facilities,INV-85534,r.kumar,director.finance,11,Manual,Import,N
JE-002918,ACME Corp,2024-04-30,2024-04-30,2024-04,2300,Short-Term Borrowings,Liability,CC435,Standard posting — Short-Term Borrowings,C,608.36,GBP,V004,Metro Legal Advisors,INV-73249,c.lambert,vp.controller,14,Manual,Reversal,N
JE-002919,ACME Corp,2023-02-03,2023-02-03,2023-02,4300,Other Operating Income,Revenue,CC405,Standard posting — Other Operating Income,C,20232.78,EUR,V005,FastTrack Logistics,INV-57551,j.martin,dir.treasury,13,Import,Automated,N
JE-002920,BuildCo SA,2024-10-10,2024-10-10,2024-10,2200,Accrued Liabilities,Liability,CC263,Vendor payment — expense reimbursement,D,9884.57,CHF,V008,Alliance Insurance,INV-84685,t.yamada,director.finance,11,Import,Manual,N
JE-002921,Global Trade Ltd,2023-04-23,2023-04-23,2023-04,1300,Inventories,Asset,CC691,Standard posting — Inventories,D,341.15,EUR,V007,Stellar Recruitment,INV-98228,l.dupont,director.finance,13,SAP,Manual,N
JE-002922,Global Trade Ltd,2023-12-06,2023-12-06,2023-12,4100,Revenue — Products,Revenue,CC936,Standard posting — Revenue — Products,C,1127.36,USD,V007,Stellar Recruitment,INV-11459,s.chen,mgr.accounting,11,Oracle,Import,N
JE-002923,Global Trade Ltd,2023-08-22,2023-08-22,2023-08,9200,Intercompany Receivable,Asset,CC296,Standard posting — Intercompany Receivable,D,124.41,CAD,V009,ClearView Analytics,INV-98832,c.lambert,dir.treasury,11,SAP,Manual,N
JE-002924,TechFlow Inc,2024-05-24,2024-05-24,2024-05,7200,Interest Expense,Expense,CC100,Standard posting — Interest Expense,C,855.45,USD,V005,FastTrack Logistics,INV-18022,c.lambert,director.finance,11,Import,Reversal,N
JE-002925,FinServ Partners,2023-12-16,2023-12-16,2023-12,7200,Interest Expense,Expense,CC849,Standard posting — Interest Expense,D,256.47,USD,V007,Stellar Recruitment,INV-53134,t.yamada,mgr.accounting,16,Oracle,Automated,N
